-4.871884114869862614e+00,-4.874592181474654673e+00,-4.871486367313932142e+00
-4.873603682673060433e+00,-4.851238316568109887e+00,-4.840965542065878147e+00
-4.859440521604824426e+00,-4.811872729298629636e+00,-4.801499984812404698e+00
-4.821812061139956640e+00,-4.769407610696049460e+00,-4.754227770174045631e+00
-4.787837671896765457e+00,-4.745321744381000073e+00,-4.701245849440319979e+00
-4.741883517583829644e+00,-4.635750960521897390e+00,-4.631627958224545871e+00
-4.616822605696239812e+00,-4.583743756923000845e+00,-4.544900605573168662e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.493872149938155758e+00,-4.489232016308883466e+00,-4.474973867483014622e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.039412734588442078e+00,-4.038069487205023123e+00,-4.006297224132429946e+00
-4.810078798986165083e+00,-4.810138711562569114e+00,-4.809112443282255178e+00
-4.805059655653966644e+00,-4.803959929318364352e+00,-4.797251354895502473e+00
-4.748413686711733916e+00,-4.744048713660529160e+00,-4.746652146320586851e+00
-4.695327952761166657e+00,-4.684466326435570593e+00,-4.684642576595964059e+00
-4.636979916366248844e+00,-4.565976507980717969e+00,-4.563883563132407062e+00
-4.508060847690426698e+00,-4.504692476628326503e+00,-4.449896733102976398e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.530382294945961341e+00,-4.455530606783228542e+00,-4.437120119309788002e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.692857321558561834e+00,-1.749091328638360032e+00,-1.737398485400614589e+00
-4.801496978117513414e+00,-4.795512727661148666e+00,-4.770302862840993363e+00
-4.767947017923003905e+00,-4.738733088423493278e+00,-4.732713272921142966e+00
-4.657600392141932666e+00,-4.639477534937440417e+00,-4.639129991558046839e+00
-4.525972008512197498e+00,-4.503569298691221690e+00,-4.481258620481490595e+00
-4.372793391428529297e+00,-4.400129659021141393e+00,-4.360456383250362222e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.329431991497457943e+00,-4.311439777835945009e+00,-4.303828574147722463e+00
-4.321645485236922823e+00,-4.305968932698429619e+00,-4.304365938379978829e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.469172239607657637e+00,-4.476730652558696733e+00,-4.532624604009503066e+00
-4.706999604740856213e+00,-4.708849428999103637e+00,-4.690720484385755285e+00
-4.651914924466285406e+00,-4.581348326794298487e+00,-4.571850202370997707e+00
-4.580464253678469433e+00,-4.468256018501250537e+00,-4.447131844041217974e+00
-4.329763182836058988e+00,-4.349087770675718723e+00,-4.323920834671862501e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.229884312621513764e+00,-4.239214662645096610e+00,-4.210280331165732193e+00
-4.180266544382040372e+00,-4.191485603600666465e+00,-4.158220673262708722e+00
-4.139355304968161064e+00,-4.139347371622545069e+00,-4.141777607793086347e+00
