-1.999999999999980815e+01,-1.999999999999980815e+01,-1.999999999999980815e+01
-1.999999999999980815e+01,-1.999999999999980815e+01,-1.999999999999980815e+01
-1.999999999999980815e+01,-1.999999999999980815e+01,-1.999999999999980815e+01
-1.999999999999980815e+01,-1.999999999999980815e+01,-1.999999999999980815e+01
-1.999999999999980815e+01,-1.999999999999980815e+01,-1.999999999999980815e+01
-1.999999999999980815e+01,-1.999999999999980815e+01,-1.999999999999980815e+01
-1.999999999999980815e+01,-1.999999999999980815e+01,-1.999999999999980815e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.950509121743617058e+01,-1.950247213326934315e+01,-1.950052440052584046e+01
-1.672358970499564634e+01,-1.666521587305198082e+01,-1.672653110166083223e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.999629372813004125e+01,-1.999688000322771941e+01,-1.999682884994192733e+01
-1.999956593243322089e+01,-1.999847082189938163e+01,-1.999870984666157625e+01
-1.997552616912803813e+01,-1.997646718535798982e+01,-1.995335961932849500e+01
-1.996208345178725807e+01,-1.995902628042658122e+01,-1.992247035940697586e+01
-1.991811259620619268e+01,-1.991814078564983248e+01,-1.990100232870275221e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.989804979618552849e+01,-1.990481571070336386e+01,-1.985294347083040023e+01
-1.983240708264524699e+01,-1.983428785836392905e+01,-1.978116467437333270e+01
-1.974473526113613886e+01,-1.973957986623894811e+01,-1.974444197949979340e+01
-1.173433711647203026e+01,-1.196120529004173072e+01,-1.181748308033841788e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.641875490244069091e+00,-4.780611962453207298e+00,-3.252189831943200549e+00
-1.509494348147837073e+01,-1.983077611766981363e+01,-1.983754673922074119e+01
-1.994587836003962167e+01,-1.995244873292287835e+01,-1.988842021493923795e+01
